example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
311,-0.7584685,0.3953,6.484,0.005694844,0.9185,8.6,0.1612085,0.8745,8.67,0.36430827,-0.0216,9.58,-0.2843287,0.82,11.73,0.21675785,0.3267,13.53,-1.5073526,3.203,20.48,0.1868493,3.916,33.56,-14.957722,34.78,59.06,-0.8133766,0.668,6.42,-0.5805476,0.7974,7.93,0.18728083,0.2805,8.58,0.6935117,-0.7676,9.98,1.6166857,-0.08435,11.516,1.1107442,-0.2537,12.94,-1.077838,2.65,19.62,0.88417804,2.92,31.88,-25.577541,32.03,66.2,0.07666015625,0.903574925661087
312,-0.42317027,-0.215,6.57,1.3197229,-1.599,8.305,1.15744,-1.726,8.71,1.2730434,-2.828,9.85,0.614671,-1.975,12.0,1.1865215,-2.59,13.76,-0.41360426,-0.805,19.88,1.6294978,-2.154,32.5,-8.725235,18.83,49.7,-0.793579,0.5596,6.438,0.6685323,-0.427,7.625,2.0110333,-1.235,8.62,2.7049298,-2.441,10.14,4.2755117,-1.968,11.8,4.064794,-2.375,13.02,3.4884624,-0.4998,19.14,8.21204,-1.821,31.73,-4.5467653,18.25,56.3,0.000705718994140625,0.9496842071413993
313,-0.7387127,0.3997,6.55,0.5815635,-0.1012,8.35,0.75095963,-0.2073,8.71,0.83040285,-1.124,9.71,0.20349523,-0.04953,11.65,0.5997697,-0.1301,13.39,-1.0080559,2.107,20.31,0.70317924,2.025,33.44,-11.111415,27.56,55.06,-1.0362895,0.726,6.555,-0.5939069,0.6606,7.88,0.7487199,0.005173,8.664,1.4434643,-1.158,10.09,2.9683313,-0.8223,11.72,2.437499,-0.987,13.0,0.9696851,1.552,19.42,4.448063,1.319,32.34,-17.660976,28.98,64.56,0.0300140380859375,0.9370620504021644
314,-0.85966945,0.5933,6.586,-0.5190814,1.212,8.24,-0.46496177,1.582,8.6,-0.4774758,1.006,9.46,-1.3173543,2.445,11.56,-1.3006185,2.459,13.055,-3.183057,5.555,19.53,-2.3102143,7.727,32.1,-20.62106,43.1,61.28,-1.0098248,0.714,6.566,-1.5606431,1.061,7.914,-1.5354791,0.893,8.555,-1.5975868,0.08856,9.91,-2.5326061,1.57,11.16,-3.3419209,1.599,12.94,-7.012835,4.555,20.42,-8.423749,5.734,32.66,-45.9151,39.97,74.4,0.8115234375,0.5437140941619873
315,-0.7656602,0.3142,6.58,0.6815464,-0.401,8.38,0.7819867,-0.62,8.49,0.9471663,-1.794,9.59,0.39590147,-1.253,11.914,0.9352182,-1.828,13.75,-0.5880126,-0.2495,19.92,1.2768402,-1.457,33.44,-9.930223,20.89,50.84,-0.8885876,0.6543,6.57,-0.83865017,0.7363,7.94,0.35047683,0.1914,8.62,0.8827305,-1.02,9.875,2.2098775,-0.3318,11.4,1.5486321,-0.503,12.87,-0.37329906,2.395,19.45,1.9472542,2.678,31.84,-24.345552,33.5,67.0,0.0013484954833984375,0.9299203693866729
316,-0.5736751,0.2559,6.605,0.43138993,0.09906,8.16,-0.013782289,0.4197,8.49,-0.06468542,-0.352,9.56,-0.69471484,0.9663,11.984,-0.7208692,1.22,13.45,-2.5954745,4.098,20.33,-1.553375,5.293,33.5,-16.25101,35.22,57.78,-0.8656589,0.615,6.55,-0.4283031,0.6133,7.863,0.16468762,0.4062,8.734,0.50141644,-0.551,9.875,1.394445,0.1592,11.49,0.6659348,0.1709,13.01,-1.6892029,3.146,19.7,-0.46041787,3.875,31.97,-31.585093,36.28,70.25,0.2052001953125,0.8567740112543105
317,-0.8594392,0.4885,6.67,-0.25378346,0.6323,8.33,-0.35690886,0.812,8.62,-0.19059518,-0.0831,9.66,-1.2965193,1.146,11.49,-1.0772694,1.005,13.38,-3.020032,3.97,20.0,-2.1895926,5.973,33.88,-20.626472,42.6,63.16,-1.0196242,0.731,6.59,-1.2768114,0.847,8.05,-1.0978129,0.6455,8.52,-0.8913181,-0.2732,9.875,-1.4119374,1.154,11.22,-2.0770617,1.097,12.9,-5.352531,4.125,19.97,-6.064478,5.145,31.98,-42.379642,38.75,72.2,0.6865234375,0.6586190462112427
318,-0.5223341,-0.2175,6.68,0.8400817,-0.8813,8.414,0.89065564,-1.073,8.8,1.0886047,-2.28,9.94,0.61930484,-1.522,11.84,1.0575206,-2.057,13.586,-0.4659574,-0.2253,20.61,1.4197427,-1.535,33.5,-9.534554,20.47,51.7,-0.8334853,0.3105,6.656,-0.041261323,0.2216,7.945,1.3677337,-0.579,8.695,2.1788816,-1.87,9.984,3.8329062,-1.48,11.55,3.5228276,-1.705,12.945,2.6055129,0.564,19.44,6.8612256,-0.46,32.22,-8.881433,21.75,59.2,0.0010843276977539062,0.9488437563180923
319,-0.73340935,0.3108,6.56,0.851014,-0.443,8.1,0.8642695,-0.4705,8.55,0.8970859,-1.411,9.62,0.31333685,-0.7227,11.8,0.72126937,-1.073,13.234,-1.0043893,1.416,19.36,0.69362336,1.616,31.83,-10.967846,25.86,52.56,-1.0557091,0.671,6.586,-0.3135163,0.4656,7.816,1.296288,-0.3306,8.69,2.05415,-1.56,10.17,3.616166,-1.246,11.63,3.127034,-1.441,13.02,2.05548,0.89,19.11,6.229409,0.1335,31.95,-11.402313,24.11,61.88,0.0193939208984375,0.946163611114025
320,-0.81016684,0.3577,6.68,-0.22664052,0.8184,8.32,-0.5030234,1.506,8.94,-0.55066085,0.8857,9.414,-1.0635962,1.969,11.24,-0.9576969,1.995,13.06,-2.910121,5.254,19.53,-1.7892722,6.656,31.92,-15.141182,36.8,59.25,-0.9695908,0.6367,6.543,-1.0315229,0.8174,8.06,-0.3996991,0.4473,8.516,0.0015740395,-0.552,9.95,0.4264195,0.5586,11.305,-0.16543862,0.462,12.75,-2.6846485,3.418,19.7,-1.9813395,4.176,32.1,-37.119534,39.53,73.2,0.36572265625,0.8264367029070854
321,-0.82987386,0.525,6.59,-0.23473792,0.8433,8.31,-0.52750355,1.174,8.55,-0.65082985,0.5684,9.43,-1.4711988,2.158,11.52,-1.4486897,2.377,13.164,-3.5864608,5.78,20.39,-2.8623493,7.957,33.6,-22.074074,46.47,65.44,-1.0275067,0.7207,6.56,-1.0097461,0.903,7.797,-0.19572444,0.4321,8.45,0.15625007,-0.578,9.91,0.84027916,0.2233,11.49,0.21004446,0.1313,12.89,-2.3788934,3.074,19.64,-1.5053205,3.693,31.89,-34.50515,37.2,71.44,0.662109375,0.8411763250827788
322,-0.7751958,0.2979,6.72,-0.19248755,0.5386,8.56,-0.068347104,0.4792,8.586,0.25365058,-0.551,9.555,-0.86853397,0.5576,11.375,-0.653591,0.434,13.43,-2.4239967,2.914,19.78,-1.3967494,4.33,33.8,-19.196226,38.66,59.72,-0.9706926,0.6416,6.617,-0.9828315,0.8765,8.05,-0.7220988,0.6655,8.56,-0.32393283,-0.3745,9.8,-0.2737472,0.81,11.21,-0.8855955,0.802,12.88,-3.8334308,3.865,19.73,-3.7187161,4.867,31.73,-37.56848,39.34,71.1,0.2059326171875,0.6498160123825073
323,-0.69394726,0.2966,6.688,0.858922,-0.6343,8.46,0.6673072,-0.7085,8.66,0.82399356,-1.977,9.84,0.520701,-1.931,12.03,1.0125258,-2.07,13.7,-0.12584466,-0.506,20.06,1.9981446,-1.249,33.84,-11.6821,26.31,57.2,-1.0083758,0.6416,6.637,-0.14173748,0.3682,7.99,1.4126642,-0.3638,8.78,2.16937,-1.703,10.14,3.9647582,-1.458,11.78,3.4652019,-1.608,13.08,2.5736222,0.6235,19.16,6.953128,0.02385,32.0,-9.303292,23.55,61.12,0.005619049072265625,0.9486321553587913
324,-0.857647,0.4648,6.67,-0.1727789,0.7773,8.43,-0.425675,1.143,8.79,-0.30077285,0.1852,9.97,-1.087567,1.719,11.93,-0.72276026,1.408,13.5,-2.6617365,4.664,20.3,-1.5586185,5.98,33.22,-17.71509,37.84,62.22,-0.85875297,0.6416,6.496,-0.8856973,0.6387,7.914,-0.41381368,0.3757,8.336,-0.013006784,-0.752,9.86,-0.15716743,0.5527,11.26,-0.60459733,0.405,12.83,-3.3330371,3.424,20.11,-2.9138262,4.4,32.6,-37.596024,39.5,72.7,0.36767578125,0.7818070709705351
325,-0.8285549,0.5737,6.63,-0.4376254,1.078,8.47,-0.6192496,1.37,8.94,-0.6797478,0.601,9.62,-1.5594853,1.82,11.6,-1.3748322,2.12,13.336,-3.3043733,5.46,20.2,-2.0356307,7.438,33.25,-20.637955,45.06,65.56,-0.9545845,0.739,6.594,-1.1146449,0.929,7.84,-0.81593114,0.684,8.52,-0.7718663,-0.1642,9.695,-1.3975374,1.312,11.1,-2.0945137,1.353,12.766,-5.730976,4.562,20.16,-6.5684223,5.875,32.25,-43.345596,42.2,74.44,0.91259765625,0.6129028797149658
326,-0.9070981,0.517,6.75,0.09330354,0.2307,8.39,0.19399002,0.1494,8.51,0.29967272,-0.6455,9.54,-0.74601614,0.1236,11.27,-0.31710905,-0.3513,13.19,-2.2498841,2.072,19.94,-0.98583436,2.768,33.25,-16.335812,33.28,56.9,-1.0702575,0.6777,6.582,-0.8312894,0.63,8.03,-0.09355686,0.2157,8.4,0.43017182,-0.915,9.82,0.5750084,0.10724,11.32,0.1914733,-0.0758,12.84,-2.3722703,2.76,19.56,-1.5438169,3.125,31.84,-33.374947,35.03,69.25,0.0560302734375,0.7665889486670494
327,-0.61592203,-0.07404,6.73,1.197242,-1.113,8.48,1.1893821,-1.267,8.83,1.336178,-2.28,9.86,0.873543,-1.729,11.9,1.2239971,-1.883,13.45,-0.38239157,-0.1248,20.23,1.6782558,-1.714,33.44,-9.9391,21.3,53.6,-0.7496496,0.5425,6.523,-0.23140109,0.3242,7.836,1.3656566,-0.27,8.8,1.8618193,-1.42,10.02,2.7558365,-0.57,11.27,2.2033424,-0.5947,12.6,0.516275,2.236,19.97,3.893212,2.357,32.9,-19.327656,31.31,66.3,0.002109527587890625,0.940091985464096
328,-0.3674962,-0.3652,6.574,1.400073,-1.726,8.42,1.3444613,-1.969,8.7,1.6651535,-3.201,9.94,1.1731806,-2.158,11.945,1.4726639,-2.402,13.72,0.052655518,-0.7954,20.16,1.99914,-2.357,33.4,-8.341014,19.02,51.38,-0.68202126,0.35,6.523,0.9957193,-0.444,7.848,2.2237692,-1.271,8.63,2.9362698,-2.541,10.13,4.629184,-2.236,11.67,4.4081874,-2.492,13.14,4.0509357,-0.8867,19.31,9.117786,-2.557,31.58,-1.8783405,15.31,54.8,0.0006380081176757812,0.9496768191456795
329,-0.5470659,0.0985,6.613,0.7365238,-0.646,8.38,0.5605085,-0.603,8.67,0.77413607,-1.543,9.6,-0.16978732,-0.3245,11.58,0.13992864,-0.5166,13.4,-1.6522343,1.999,20.61,-0.31321156,2.352,33.72,-14.011815,30.62,56.4,-0.8687254,0.607,6.57,-0.26931807,0.437,7.836,0.52522415,0.04636,8.82,1.1518295,-1.037,9.99,2.593893,-0.648,11.51,1.8286777,-0.6104,13.125,-0.083150625,2.076,19.66,2.75305,1.795,32.12,-21.88141,28.36,64.6,0.1212158203125,0.9193952232599258
330,-0.4723966,-0.1846,6.508,0.848791,-1.2705,8.11,0.6843267,-1.417,8.305,0.89106655,-2.459,9.55,0.19265324,-2.29,11.43,0.6176685,-2.918,13.336,-0.8029932,-1.597,19.34,1.0495734,-3.008,32.56,-8.619443,17.44,48.03,-0.85086024,0.497,6.5,0.35278994,-0.0831,7.78,1.5560961,-0.8613,8.5,2.2853613,-2.113,10.05,4.172968,-1.879,11.734,3.896733,-2.154,13.086,3.3365312,-0.3008,19.33,7.9348893,-1.533,31.69,-4.992484,17.73,57.1,0.00024318695068359375,0.9498238563537598
331,-0.7899778,0.206,6.688,0.66382974,-0.61,8.43,0.521536,-0.7363,8.73,0.79929876,-2.002,9.97,0.45199895,-2.252,12.19,0.8639876,-2.312,13.516,-0.268624,-0.7627,19.56,1.8553523,-1.551,33.2,-11.633059,25.9,56.38,-1.0177733,0.6104,6.57,-0.5672715,0.2715,8.11,0.742497,-0.5293,8.58,1.5499189,-1.798,10.016,2.407528,-1.134,11.31,2.2731555,-1.415,12.85,0.8119504,0.8555,19.22,3.5913863,0.4805,31.69,-17.781885,25.78,60.88,0.0236968994140625,0.9295864805579185
332,-0.5767107,-0.0493,6.566,0.84167325,-0.9067,8.35,0.84608865,-1.094,8.7,1.1708838,-2.318,9.79,0.64541304,-1.388,11.91,1.0247737,-1.569,13.46,-0.64061797,0.5454,20.12,0.91533476,0.003944,33.47,-11.846996,25.17,52.56,-0.96925795,0.5435,6.535,0.1239427,0.1392,7.906,1.5278338,-0.5776,8.766,2.1792314,-1.89,10.05,3.69474,-1.54,11.766,3.305882,-1.702,12.984,2.1617932,0.582,19.12,6.0889826,-0.05856,31.94,-12.376024,24.03,60.78,0.035552978515625,0.9479846343398094
333,-0.72182745,0.187,6.58,0.33043104,0.2405,8.44,0.20453703,0.3394,8.79,0.21918827,-0.51,9.54,-0.5986922,0.59,11.62,-0.4422524,0.69,13.46,-2.4316976,3.775,20.39,-0.8727951,5.195,33.38,-15.810233,37.38,59.6,-0.88656265,0.571,6.535,-0.4836911,0.53,8.055,-0.0934353,0.2637,8.49,0.20882952,-0.678,9.76,0.8053422,0.2002,11.445,0.26788118,0.1669,12.99,-1.8239093,2.918,19.48,0.020590842,3.48,31.89,-31.729694,37.8,70.94,0.759765625,0.8860463723540306
334,-0.74423546,0.362,6.605,0.5648363,-0.8584,8.27,0.86780125,-1.341,8.53,1.2270157,-2.617,9.85,0.56544185,-2.37,11.664,1.0905902,-3.223,13.41,-0.40428,-2.02,19.31,1.5034235,-3.78,32.5,-8.429827,17.22,48.9,-1.0242149,0.7153,6.566,-0.53515977,0.5244,8.05,1.6513615,-0.6,9.0,2.3498313,-1.973,10.28,3.8562398,-1.778,11.734,3.6385458,-2.328,13.03,2.9716077,-0.6294,18.88,7.534128,-2.01,32.12,-8.524321,20.61,58.62,0.0002181529998779297,0.9494114071130753
335,-0.8585168,0.482,6.695,0.049765978,0.7573,8.414,-0.057390235,1.019,8.77,-0.16368975,0.3052,9.64,-1.0908608,1.345,11.27,-1.0038817,1.351,13.08,-3.1528962,4.523,20.1,-2.057455,6.56,33.03,-21.18415,42.97,63.66,-0.9977082,0.668,6.6,-0.74393904,0.6465,7.99,0.3486309,0.1519,8.61,0.88326895,-1.086,10.03,1.6376278,-0.2854,11.445,1.1600844,-0.4744,12.87,-0.85761863,2.16,19.31,1.0577569,2.336,32.1,-26.411976,32.8,66.94,0.425537109375,0.902831681072712
336,-0.67919254,0.3362,6.625,0.8444779,-0.483,8.47,0.45446885,-0.3464,8.63,0.48899454,-1.383,9.66,-0.17083818,-0.4355,11.984,0.10653174,-0.643,13.8,-1.7210437,2.06,20.19,-0.14121842,2.12,33.72,-14.707401,30.47,55.34,-0.89768356,0.601,6.613,0.024595521,0.273,7.875,1.4413519,-0.4563,8.58,2.1151369,-1.698,10.02,3.6028872,-1.291,11.63,3.1795194,-1.522,13.03,2.0745854,0.9067,19.3,5.9954815,0.2585,31.92,-12.199718,25.11,59.8,0.036529541015625,0.9480465412139892
337,-0.40860158,-0.3408,6.67,1.2537522,-1.484,8.5,1.259934,-1.73,8.71,1.4204192,-2.965,9.86,0.9131523,-2.244,11.99,1.5500793,-2.924,13.82,0.019447267,-1.37,19.88,2.1430821,-2.908,32.75,-8.004636,17.08,48.03,-0.7496726,0.4036,6.55,0.7262982,-0.3533,7.91,2.4106393,-1.304,8.86,3.2161827,-2.615,10.36,5.125414,-2.502,11.99,4.87751,-2.865,13.26,4.468068,-1.249,19.3,9.821305,-3.121,31.86,-0.9176811,14.84,55.28,0.00024008750915527344,0.9497580930590629
338,-0.6802624,-0.0813,6.73,0.71338755,-1.061,8.29,0.62607276,-1.204,8.64,0.7770227,-2.293,9.75,0.1667148,-1.349,11.72,0.68793505,-1.705,13.36,-0.7794031,0.01692,20.16,1.2648287,-1.578,33.2,-9.230005,19.38,51.38,-0.74263597,0.4744,6.523,0.04748794,-0.03128,8.055,1.1350315,-0.8003,8.53,1.7116352,-2.074,9.89,2.9033957,-1.453,11.305,2.788513,-1.778,12.734,1.6537981,0.1711,19.08,5.3205376,-0.8467,31.48,-11.431598,22.34,59.7,0.001377105712890625,0.9478797480463981
339,-0.87235016,0.3254,6.72,-0.10303408,0.7734,8.45,-0.15350558,1.05,8.77,-0.2663584,0.2827,9.55,-1.2193428,1.695,11.48,-1.063624,1.895,13.14,-3.0347323,5.14,20.47,-2.0838475,7.13,33.97,-21.588245,44.38,64.44,-1.092761,0.6597,6.66,-1.1206338,0.817,8.03,-0.60701644,0.5576,8.56,-0.2985845,-0.4739,9.984,-0.0669187,0.5483,11.2,-0.72421074,0.4915,12.81,-3.680374,3.562,19.95,-3.339801,4.32,32.06,-39.096043,39.0,72.3,1.0166015625,0.7549144074320793
340,-0.41786945,-0.2391,6.684,1.0536597,-1.155,8.445,0.89122796,-1.181,8.695,0.98858476,-2.195,9.73,0.40431684,-1.232,11.93,0.8239058,-1.593,13.57,-0.8244723,0.384,20.2,1.0710799,-0.511,33.25,-11.279283,23.42,51.4,-0.9060725,0.4602,6.53,0.37614638,-0.0867,7.836,2.9264212,-1.3,9.08,3.483269,-2.469,10.2,5.0037737,-2.34,11.59,4.778464,-2.822,13.03,4.5221767,-1.491,19.12,9.903482,-3.717,31.78,0.009284437,13.94,56.5,0.0021266937255859375,0.9498599022626876
341,-0.46507254,-0.1453,6.58,1.1464288,-1.159,8.65,1.2272841,-1.4795,8.82,1.5357126,-2.684,9.805,0.85178363,-1.437,12.01,1.2612884,-1.765,13.8,-0.15756863,-0.0722,20.44,1.8272897,-1.375,33.88,-9.193262,21.28,52.38,-0.8603687,0.5625,6.504,-0.03319844,0.3696,7.957,1.7052348,-0.3633,8.91,2.57667,-1.726,10.15,4.3961983,-1.611,11.86,3.8976054,-1.702,13.195,3.1075006,0.421,19.36,7.9594374,-0.7144,32.1,-7.4361534,21.28,59.4,0.0020236968994140625,0.9480673134326933
342,-0.3956711,-0.515,6.703,1.510967,-1.777,8.59,1.2486122,-1.819,8.766,1.469656,-2.967,9.984,1.5377758,-2.98,12.3,2.0020823,-3.328,13.81,0.89208615,-2.24,20.23,2.8839364,-3.541,33.84,-9.116567,21.31,53.88,-0.75025016,0.3638,6.504,0.99494815,-0.4165,7.98,2.2367063,-1.017,8.875,2.8955,-2.223,10.21,4.660528,-2.002,11.836,4.4001994,-2.186,13.266,4.1943855,-0.3887,19.62,9.55406,-1.537,32.22,-2.7769275,19.2,60.2,0.0004706382751464844,0.9496568590402603
343,-0.45513955,-0.2874,6.676,1.3724877,-1.548,8.35,1.1531065,-1.567,8.586,1.336684,-2.656,9.73,1.3058538,-2.592,12.09,1.7107315,-2.896,13.69,0.6734319,-1.528,20.11,2.8505092,-2.938,33.72,-8.842649,22.05,54.75,-0.7474234,0.4197,6.54,0.47773373,-0.2512,7.94,2.1606562,-1.114,8.87,3.0132585,-2.39,10.41,4.721579,-2.258,11.734,4.5299554,-2.684,13.14,4.211109,-0.999,19.0,9.585268,-2.78,31.67,-1.7243174,16.7,56.7,0.001018524169921875,0.949828214943409
344,-0.56199485,-0.01299,6.617,1.2243121,-1.036,8.21,1.123384,-1.128,8.57,1.4204679,-2.36,9.84,1.2622932,-2.688,12.54,1.6165061,-2.918,14.02,0.6103567,-1.656,19.69,2.9245863,-3.242,33.53,-8.563582,21.28,54.3,-0.78393435,0.489,6.54,0.33934903,-0.01502,7.86,2.1534185,-0.9985,8.77,2.81325,-2.209,10.17,4.5558515,-2.1,11.79,4.2709293,-2.45,13.17,3.7613091,-0.694,19.02,8.7955885,-2.123,31.83,-3.7931502,17.38,55.72,0.0010461807250976562,0.950112822651863
345,-0.87175584,0.321,6.746,-0.6003852,1.167,8.336,-1.0519191,1.888,9.055,-1.31547,1.343,9.91,-2.0872948,2.752,11.57,-2.1614103,2.982,13.33,-4.4817023,6.7,21.0,-3.964,9.266,33.97,-24.775434,48.62,68.6,-0.832946,0.6206,6.504,-0.9093877,0.785,7.84,-0.82855976,0.5957,8.5,-0.7809973,-0.2542,9.89,-1.0304558,1.007,11.125,-1.7834198,1.038,12.77,-5.094338,4.152,20.1,-5.309667,5.164,31.98,-41.08719,40.06,72.75,1.2548828125,0.6656109154224396
346,-0.9131911,0.594,6.58,-0.50404304,1.115,8.4,-0.5459749,1.162,8.56,-0.6877836,0.5024,9.56,-1.4664854,2.082,11.22,-1.2391574,2.201,13.24,-3.1727152,5.504,20.44,-2.4896944,8.08,34.47,-23.840475,48.7,66.44,-1.1536076,0.722,6.617,-1.2953902,0.9365,7.977,-0.9560734,0.6587,8.58,-0.7741349,-0.2788,9.875,-1.0765265,1.057,11.195,-1.7915026,1.058,12.92,-5.055014,4.19,19.94,-5.3869534,5.082,32.1,-42.680035,41.66,74.9,0.9892578125,0.6536651134490966
347,-0.6782,0.2069,6.684,0.81005645,-0.594,8.375,0.49913716,-0.4128,8.57,0.507829,-1.168,9.37,-0.5111236,0.539,11.59,-0.22812715,0.5117,13.3,-1.9673722,3.062,20.44,-0.56513727,3.787,33.88,-16.596478,34.84,58.06,-1.0334451,0.671,6.637,-0.39684284,0.5513,7.863,-0.011270776,0.3694,8.56,0.29239354,-0.6025,9.805,1.2670982,0.1688,11.5,0.4898011,0.2693,13.03,-2.0971029,3.34,20.08,-0.93485326,4.152,32.44,-35.863785,40.34,75.8,0.0771484375,0.8645112425088882
348,-0.55938375,0.0558,6.594,0.8028354,-1.454,8.195,0.5228815,-1.436,8.48,0.8410095,-2.63,9.74,0.07570127,-2.066,11.53,0.45601058,-2.57,13.31,-1.1406516,-1.023,19.3,0.7027422,-2.074,32.12,-9.508626,18.92,48.9,-0.8082022,0.552,6.508,0.38231203,-0.242,8.01,1.5876915,-0.937,8.62,2.341652,-2.2,10.09,4.351484,-2.117,11.9,4.056407,-2.451,13.266,3.4280205,-0.581,19.28,8.12834,-1.9,31.86,-6.0023346,18.4,57.28,0.0010175704956054688,0.9495933085680007
349,-0.6030658,0.06152,6.594,0.9770185,-1.05,8.32,0.5606215,-0.9624,8.586,0.64042115,-1.908,9.586,0.666724,-1.709,12.086,0.99367607,-1.799,13.53,-0.4095925,0.2247,20.28,1.7180302,-0.41,33.8,-11.772242,26.89,54.6,-0.79770964,0.52,6.473,-0.089209974,0.157,7.97,1.5268712,-0.6694,8.64,2.167232,-1.923,10.09,3.6685114,-1.612,11.484,3.5102742,-1.922,12.97,2.853874,0.02849,19.22,7.504019,-1.157,32.0,-7.623376,21.28,60.0,0.0269775390625,0.949325729906559
350,-0.7952403,0.4773,6.535,-0.30846566,0.68,8.09,-0.30378127,0.859,8.49,-0.22047308,0.02914,9.516,-1.0643818,0.8516,11.56,-0.88645196,0.7744,13.11,-2.7760525,3.703,19.66,-1.9281442,5.47,33.0,-19.235086,40.56,61.75,-0.9830236,0.6978,6.562,-1.0880325,0.814,7.9,-0.19998266,0.3633,8.56,0.36521685,-0.7544,10.016,1.2739253,-0.0966,11.48,0.7571446,-0.3298,12.87,-1.6682913,2.598,19.47,-0.36672142,2.967,31.78,-30.834282,34.28,68.6,0.42333984375,0.8569325655698776
351,-0.54618895,0.12006,6.645,0.6103434,0.2238,8.41,0.5889088,0.3403,8.84,0.67784286,-0.5337,9.414,-0.47329944,0.789,11.42,-0.39960378,1.086,13.29,-2.3380075,3.807,19.97,-0.9804709,5.19,33.03,-15.989637,36.22,57.3,-0.79268163,0.5527,6.496,0.45154893,0.2886,7.76,1.2701943,-0.1232,8.83,1.8845184,-1.222,9.7,3.9387782,-1.031,11.34,3.1721973,-0.9224,12.86,1.9324396,1.562,19.34,5.8133316,1.227,31.72,-13.625869,27.12,63.28,0.576171875,0.9429979741573333
352,-0.6436876,0.05743,6.633,1.0462255,-1.003,8.55,0.97301793,-1.123,8.7,1.1948204,-2.338,9.87,1.0661128,-2.57,12.1,1.4973754,-2.959,13.664,0.4090336,-1.724,19.81,2.6200688,-3.23,33.75,-9.597771,21.86,54.34,-0.838681,0.5034,6.54,0.35342148,-0.1444,8.03,1.946933,-1.04,8.72,2.6110606,-2.348,10.08,4.2384214,-2.14,11.68,4.062236,-2.59,13.08,3.7033856,-0.9966,18.94,8.546966,-2.367,31.6,-3.6873498,17.4,56.5,0.0009412765502929688,0.9499368786811828
353,-0.85784614,0.6416,6.594,-0.06561193,0.8887,8.14,-0.33088905,1.003,8.46,-0.5407546,0.3108,9.34,-1.3403652,1.585,11.49,-1.2374154,1.646,13.15,-3.209152,5.137,19.97,-2.28089,7.535,33.03,-22.188875,46.4,65.56,-1.036185,0.7603,6.535,-1.007903,0.983,7.83,-0.7882669,0.6816,8.516,-0.71831113,-0.1741,9.84,-0.54136205,0.9624,11.445,-1.4131098,1.046,13.01,-4.6068945,4.242,20.25,-4.613754,5.324,32.4,-42.048344,40.88,75.6,0.75732421875,0.7535886377096175
354,-0.6387799,0.1903,6.62,0.96843237,-0.5264,8.44,0.6692603,-0.3567,8.57,0.7849865,-1.285,9.64,0.13121971,-0.4014,11.56,0.60630953,-0.777,13.38,-0.7069333,0.7705,19.66,1.2339027,-0.2361,32.44,-10.970883,23.06,51.56,-1.0338074,0.656,6.54,-0.19885404,0.2224,7.977,1.3791342,-0.5366,8.61,2.1312761,-1.742,10.055,3.2729871,-1.183,11.4,3.0545437,-1.506,12.77,2.0161407,0.7666,19.22,6.290673,-0.1675,32.06,-11.958942,24.27,60.72,0.006847381591796875,0.9477770149707794
355,-0.89446163,0.48,6.562,-0.11879791,0.626,7.953,-0.12477658,0.784,8.34,-0.18852258,-0.01351,9.555,-1.3128955,1.656,11.28,-1.0520899,1.661,12.98,-2.838797,4.496,19.77,-1.59511,5.977,32.84,-19.202827,38.53,57.7,-1.0963335,0.716,6.58,-1.2783425,0.885,7.887,-1.1088347,0.798,8.49,-1.0178238,-0.1307,9.78,-1.5828359,1.245,11.01,-2.1149206,1.216,12.87,-5.3431773,4.188,20.16,-5.9009686,5.117,32.47,-43.519287,41.47,75.1,0.91259765625,0.6001468658447265
356,-0.7946341,0.5283,6.613,0.06854362,0.7417,8.41,-0.4059936,1.01,8.75,-0.43694353,0.2727,9.45,-1.5077076,2.256,11.234,-1.4891926,2.613,13.055,-3.5920434,6.117,20.4,-2.821648,8.56,33.88,-21.22491,45.22,64.2,-1.0449711,0.7217,6.562,-0.9297998,0.8965,8.07,-0.84414345,0.712,8.62,-0.731826,-0.11566,9.875,-0.36249253,0.8696,11.34,-1.2280438,0.9434,12.87,-4.5371737,4.06,19.95,-4.8142185,5.0,31.8,-42.177658,39.7,73.56,0.87890625,0.7113397717475891
